ZZ_AS_GESTELL_ANBAU;KUPPLUNGSKABEL_2;34;355.0;73.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;VERTEILER_1;35;357.0;61.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;PLATTENSTAERKE;36;67.0;;C;5;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;LIEFERUNG;37;84.0;74.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_GESTELL_ANBAU;MATNR;38;87.0;;C;18;0;0;0;0;0;R;0;
ZZ_AS_GESTELL_ANBAU;CACHE;39;;;N;4;2;0;0;0;0;R;0;
ZZ_AS_GESTELL_ANBAU;CACHE_4;40;;;C;6;0;0;0;0;0;R;0;
ZZ_AS_GESTELL_ANBAU;TZWISCHENSPEICHER2;41;;;N;6;3;1;0;0;0;R;0;
ZZ_AS_GESTELL_ANBAU;TGEWICHT;42;;;N;6;3;1;0;0;0;R;0;
ZZ_AS_PLATTE_BERATER;B1_TI;1;16.0;;N;4;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BERATER;T1_TI;2;19.0;;N;4;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BERATER;GST_DESIGN;3;24.0;;C;4;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BERATER;BESPR_SEITE;4;211.0;;C;4;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BERATER;OBFL01_TI;5;36.0;;C;3;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BERATER;F1;6;41.0;5.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BERATER;F6;7;63.0;10.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BERATER;PLATTENSTAERKE;8;67.0;;C;5;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BERATER;KT_GEO;9;74.0;;C;5;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BERATER;SCHIEBEPLATTE;10;549.0;;C;3;0;1;0;0;0;R;0;
ZZ_AS_PLATTE_BERATER;QUADRATMETER;11;;;N;10;8;0;0;0;0;R;0;
ZZ_AS_PLATTE_BERATER;MATNR;12;87.0;;C;18;0;0;0;0;0;R;0;
ZZ_AS_PLATTE_BERATER;CACHE;13;;;N;4;2;0;0;0;0;R;0;
ZZ_AS_PLATTE_BERATER;CACHE_4;14;;;C;6;0;0;0;0;0;R;0;
ZZ_AS_PLATTE_BERATER;TZWISCHENSPEICHER2;15;;;N;6;3;1;0;0;0;R;0;
ZZ_AS_PLATTE_BERATER;TGEWICHT;16;;;N;6;3;1;0;0;0;R;0;
ZZ_AS_PLATTE_BENCH;B1_TI;1;16.0;;N;4;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;T1_TI;2;19.0;;N;4;0;0;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;GST_DESIGN;3;24.0;;C;4;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;OBFL01_TI;4;36.0;;C;3;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;F1;5;41.0;5.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;F6;6;63.0;10.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;PLATTENSTAERKE;7;67.0;;C;5;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;ECK_GEO;8;71.0;20.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;KT_GEO;9;74.0;121.0;C;5;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;AD_AUSSCHNITT;10;573.0;123.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;POS_AD_AUSSCHNITT;11;578.0;126.0;C;5;0;0;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;F76;12;103.0;127.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;SCHIEBEPLATTE;13;549.0;128.0;C;3;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;KABELFUEHRUNG;14;436.0;81.0;C;4;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;GST_EINGER;15;448.0;;C;4;0;1;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;PL_UEBERSTAND_ST;16;589.0;130.0;C;4;0;0;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;SONDERMASS;17;591.0;131.0;N;4;0;0;0;0;0;C;0;
ZZ_AS_PLATTE_BENCH;QUADRATMETER;18;86.0;;N;10;8;0;0;0;0;R;0;
ZZ_AS_PLATTE_BENCH;MATNR;19;87.0;;C;18;0;0;0;0;0;R;0;
ZZ_AS_PLATTE_BENCH;PRODUKTTYP;20;592.0;;C;13;0;0;0;0;0;R;0;
ZZ_AS_PLATTE_BENCH;CACHE;21;;;N;4;2;0;0;0;0;R;0;
ZZ_AS_PLATTE_BENCH;CACHE_2;22;;;C;6;0;0;0;0;0;R;0;
ZZ_AS_PLATTE_BENCH;CACHE_4;23;;;C;6;0;0;0;0;0;R;0;
